Year,Month,average AQI value,max AQI,min AQI
2009,5,51.4193548387,151,25
2009,6,38.4666666667,61,24
2009,7,40.2258064516,74,19
2009,8,45.2258064516,122,19
2009,9,32.1333333333,67,19
2009,10,28.0967741935,38,18
2009,11,28.8666666667,46,19
2009,12,31.5483870968,42,1
2010,1,35.0967741935,44,27
2010,2,35.0357142857,40,12
2010,3,44.7741935484,74,37
2010,4,47.3333333333,93,35
2010,5,53.6129032258,159,26
2010,6,46.2666666667,87,24
2010,7,43.4516129032,97,21
2010,8,40.8709677419,90,20
2010,9,44.8,154,14
2010,10,27.8709677419,41,20
2010,11,31.5,40,19
2010,12,31.6774193548,44,16
2011,1,35.1290322581,40,25
2011,2,41.1785714286,47,34
2011,3,42.0967741935,47,11
2011,4,43.7333333333,54,28
2011,5,40.3548387097,64,24
2011,6,42.4333333333,166,20
2011,7,49.3225806452,126,23
2011,8,39.3548387097,90,20
2011,9,33.6666666667,84,19
2011,10,29,49,13
2011,11,33.3666666667,44,23
2011,12,30.1612903226,36,19
2012,1,30.4838709677,35,21
2012,2,35.0689655172,41,31
2012,3,42.7096774194,67,32
2012,4,46.7,97,31
2012,5,42.6451612903,71,29
2012,6,38.3333333333,100,21
2012,7,44.3225806452,87,23
2012,8,44.2580645161,87,27
2012,9,35.8666666667,101,17
2012,10,30.3870967742,51,20
2012,11,30.5333333333,45,14
2012,12,31.8064516129,42,22
2013,1,36.1612903226,41,31
2013,2,39.9285714286,45,31
2013,3,43.3225806452,61,31
2013,4,48.4,93,34
2013,5,44.0967741935,101,24
2013,6,46.3333333333,129,22
2013,7,42.9032258065,97,19
2013,8,41,108,19
2013,9,36.5,93,17
2013,10,31.8387096774,44,24
2013,11,33.7666666667,53,23
2013,12,30.1935483871,39,21
2014,1,31.724137931,40,2
2014,2,37.2857142857,43,33
2014,3,40.5806451613,49,34
2014,4,44.1666666667,74,35
2014,5,39.2903225806,50,23
2014,6,42.6,105,23
2014,7,46.8064516129,84,27
2014,8,35.3870967742,64,15
2014,9,34.7,87,18
2014,10,29.4838709677,42,20
2014,11,32,41,12
2014,12,31.7741935484,48,21
2015,1,35.5806451613,53,31
2015,2,36.1785714286,41,31
2015,3,42.5806451613,57,32
2015,4,43.1,74,31
2015,5,52.2580645161,100,31
2015,6,39.8,97,25
2015,7,44.8387096774,74,20
2015,8,40.064516129,133,19
2015,9,42.5666666667,143,21
2015,10,34.064516129,52,19
2015,11,30.4,39,22
2015,12,31.4193548387,39,26
2016,1,36.8064516129,45,32
2016,2,39.275862069,55,35
2016,3,40.7419354839,74,32
2016,4,45.3666666667,101,37
2016,5,44.2580645161,80,28
2016,6,37.7,67,16
2016,7,45.8387096774,122,19
2016,8,39,87,23
2016,9,32.6666666667,54,21
2016,10,31.1935483871,46,19
2016,11,29.1333333333,41,19
2016,12,,,
